,user_id,strategy_id,gameId,roundNum,hotelId,reviewId,hotelScore,didGo,didWin,correctAnswers,reaction_time,user_points,bot_points,last_didGo_True,last_last_didGo_True,last_didGo_False,last_last_didGo_False,last_didWin_True,last_last_didWin_True,last_didWin_False,last_last_didWin_False,last_reaction_time,Staff (Pos),Facilities (Pos),Cleanliness (Pos),Location (Pos),Food (Pos),Staff (Neg),Facilities (Neg),Cleanliness (Neg),Location (Neg),Food (Neg)
26,5,17,27,1,128,2591,10.0,True,True,1,5831,0,0,False,False,False,False,False,False,False,False,-1,0,1,1,1,0,0,1,1,1,0
27,6,17,19,5,128,2591,10.0,False,False,2,6295,2,2,False,True,True,False,True,False,False,True,2793,0,1,1,1,0,0,1,1,1,0
28,9,43,19,4,128,2591,10.0,False,False,1,310,1,2,True,False,False,True,False,False,True,True,1227,0,1,1,1,0,0,1,1,1,0
29,11,132,4,5,128,2591,10.0,True,True,5,6503,4,2,False,True,True,False,True,True,False,False,1074,0,1,1,1,0,0,1,1,1,0
30,12,17,49,7,128,2591,10.0,False,False,4,193,4,4,True,False,False,True,True,False,False,True,185,0,1,1,1,0,0,1,1,1,0
31,13,17,69,1,128,2591,10.0,True,True,1,1216,0,0,False,False,False,False,False,False,False,False,-1,0,1,1,1,0,0,1,1,1,0
32,17,43,29,4,128,2591,10.0,True,True,4,1910,3,2,True,True,False,False,True,True,False,False,870,0,1,1,1,0,0,1,1,1,0
33,19,107,28,8,128,2591,10.0,True,True,4,133,3,5,True,True,False,False,False,False,True,True,156,0,1,1,1,0,0,1,1,1,0
34,25,23,49,8,128,2591,10.0,True,True,5,152,4,7,True,True,False,False,True,True,False,False,145,0,1,1,1,0,0,1,1,1,0
35,31,23,52,5,128,2591,10.0,False,False,2,204,2,1,False,False,True,True,False,True,True,False,314,0,1,1,1,0,0,1,1,1,0
36,32,23,4,7,128,2591,10.0,False,False,2,535,2,2,False,False,True,True,False,False,True,True,373,0,1,1,1,0,0,1,1,1,0
37,33,17,26,5,128,2591,10.0,True,True,5,17256,4,0,False,False,True,True,True,True,False,False,4717,0,1,1,1,0,0,1,1,1,0
38,34,23,40,10,128,2591,10.0,False,False,8,3210,8,6,True,True,False,False,True,True,False,False,1895,0,1,1,1,0,0,1,1,1,0
39,34,23,142,1,128,2591,10.0,True,True,1,470,0,0,False,False,False,False,False,False,False,False,-1,0,1,1,1,0,0,1,1,1,0
40,0,132,0,4,349,6159,7.257142857142857,False,True,4,29973,3,3,True,True,False,False,True,True,False,False,23809,0,0,0,1,0,1,1,0,0,0
41,0,132,0,5,329,24538,6.985714285714287,True,False,4,21321,4,3,False,True,True,False,True,True,False,False,29973,0,0,1,1,0,0,0,1,0,0
42,5,23,13,2,329,24538,6.9857144,False,False,0,2399,0,1,True,False,False,False,False,False,True,False,9120,0,0,1,1,0,0,0,1,0,0
43,12,43,27,4,329,24538,6.985714285714287,True,False,2,2381,2,0,False,False,True,True,True,False,False,True,1623,0,0,1,1,0,0,0,1,0,0
44,0,132,0,6,868,8576,7.785714285714286,True,False,4,6642,4,4,True,False,False,True,False,True,True,False,21321,0,0,0,0,1,0,0,0,0,0
45,1,23,33,10,868,8576,7.785714285714286,False,True,6,152,5,4,True,True,False,False,False,True,True,False,86,0,0,0,0,1,0,0,0,0,0
46,5,23,17,4,868,8576,7.785714,True,False,2,6545,2,3,True,True,False,False,False,True,True,False,6463,0,0,0,0,1,0,0,0,0,0
47,7,132,2,5,868,8576,7.785714285714286,True,False,3,5858,3,1,True,False,False,True,False,True,True,False,6856,0,0,0,0,1,0,0,0,0,0
48,10,23,14,3,868,8576,7.785714,True,False,1,5888,1,1,False,True,True,False,True,False,False,True,1455,0,0,0,0,1,0,0,0,0,0
49,12,132,1,4,868,8576,7.785714285714286,True,False,2,2831,2,1,False,True,True,False,True,False,False,True,8758,0,0,0,0,1,0,0,0,0,0
50,24,23,4,7,868,8576,7.785714285714286,False,True,6,6662,5,4,False,False,True,True,True,True,False,False,12352,0,0,0,0,1,0,0,0,0,0
51,31,23,40,6,868,8576,7.785714285714286,False,True,2,143,1,1,False,False,True,True,True,False,False,True,95,0,0,0,0,1,0,0,0,0,0
52,34,132,12,3,868,8576,7.785714,True,False,2,2116,2,0,False,False,True,True,True,True,False,False,2899,0,0,0,0,1,0,0,0,0,0
53,0,132,0,7,878,8336,7.199999999999998,False,True,5,6945,4,5,True,True,False,False,False,False,True,True,6642,1,0,0,1,0,0,0,0,1,0
54,7,93,50,2,878,8336,7.199999999999998,False,True,1,1410,0,0,False,False,True,False,False,False,True,False,2730,1,0,0,1,0,0,0,0,1,0
55,12,132,2,10,878,8336,7.199999999999998,True,False,8,7106,8,3,False,True,True,False,True,True,False,False,4715,1,0,0,1,0,0,0,0,1,0
56,13,17,65,1,878,8336,7.2,False,True,1,255,0,0,False,False,False,False,False,False,False,False,-1,1,0,0,1,0,0,0,0,1,0
57,27,23,30,8,878,8336,7.199999999999998,False,True,6,120,5,5,True,True,False,False,False,False,True,True,214,1,0,0,1,0,0,0,0,1,0
58,32,23,27,3,878,8336,7.2,False,True,3,7655,2,0,False,False,True,True,True,True,False,False,8413,1,0,0,1,0,0,0,0,1,0
59,0,132,0,8,379,20174,8.514285714285714,True,True,6,15276,5,5,False,True,True,False,True,False,False,True,6945,0,0,0,1,0,1,0,1,1,0
60,4,93,58,10,379,20174,8.514286,True,True,6,126,5,8,True,True,False,False,True,True,False,False,143,0,0,0,1,0,1,0,1,1,0
61,21,17,24,8,379,20174,8.514285714285714,True,True,5,132,4,4,True,True,False,False,False,True,True,False,134,0,0,0,1,0,1,0,1,1,0
62,26,17,105,7,379,20174,8.514285714285714,True,True,5,446,4,6,True,True,False,False,True,False,False,True,760,0,0,0,1,0,1,0,1,1,0
63,32,23,49,10,379,20174,8.514286,False,False,3,187,3,0,False,False,True,True,False,False,True,True,203,0,0,0,1,0,1,0,1,1,0
64,34,23,65,4,379,20174,8.514286,True,True,4,2431,3,1,True,False,False,True,True,True,False,False,2609,0,0,0,1,0,1,0,1,1,0
65,34,23,124,1,379,20174,8.514286,False,False,0,414,0,0,False,False,False,False,False,False,False,False,-1,0,0,0,1,0,1,0,1,1,0
66,0,132,0,9,160,24878,7.085714285714285,True,False,6,8740,6,6,True,False,False,True,True,True,False,False,15276,0,1,0,1,0,0,0,1,1,0
67,17,132,5,3,160,24878,7.0857143,True,False,2,4241,2,2,True,True,False,False,True,True,False,False,994,0,1,0,1,0,0,0,1,1,0
68,27,107,44,1,160,24878,7.085714285714285,False,True,1,4066,0,0,False,False,False,False,False,False,False,False,-1,0,1,0,1,0,0,0,1,1,0
69,0,132,0,10,324,25607,8.87142857142857,True,True,7,10123,6,7,True,True,False,False,False,True,True,False,8740,0,0,0,0,0,1,0,1,1,0
70,1,43,50,1,324,25607,8.87142857142857,False,False,0,885,0,0,False,False,False,False,False,False,False,False,-1,0,0,0,0,0,1,0,1,1,0
71,10,43,27,1,324,25607,8.8714285,False,False,0,2155,0,0,False,False,False,False,False,False,False,False,-1,0,0,0,0,0,1,0,1,1,0
72,12,17,57,5,324,25607,8.87142857142857,True,True,3,692,2,3,True,True,False,False,False,False,True,True,2239,0,0,0,0,0,1,0,1,1,0
73,21,17,22,6,324,25607,8.87142857142857,True,True,3,538,2,5,True,True,False,False,False,False,True,True,4903,0,0,0,0,0,1,0,1,1,0
74,26,17,127,6,324,25607,8.87142857142857,True,True,4,877,3,5,True,True,False,False,False,True,True,False,1878,0,0,0,0,0,1,0,1,1,0
75,33,17,28,10,324,25607,8.8714285,True,True,3,1067,2,9,True,True,False,False,False,True,True,False,188,0,0,0,0,0,1,0,1,1,0
76,34,132,10,2,324,25607,8.8714285,False,False,1,5776,1,1,True,False,False,False,True,False,False,False,4470,0,0,0,0,0,1,0,1,1,0
77,0,132,1,1,1056,23161,7.657142857142857,False,True,1,22392,0,0,False,False,False,False,False,False,False,False,-1,0,0,0,1,0,1,0,1,1,0
78,4,93,60,10,1056,23161,7.6571426,False,True,9,26325,8,6,True,False,False,True,True,True,False,False,4308,0,0,0,1,0,1,0,1,1,0
79,12,43,30,1,1056,23161,7.657142857142857,False,True,1,1966,0,0,False,False,False,False,False,False,False,False,-1,0,0,0,1,0,1,0,1,1,0
80,0,132,1,2,718,5066,6.557142857142858,False,True,2,19371,1,0,False,False,True,False,True,False,False,False,22392,0,0,0,1,0,0,1,1,0,0
81,9,17,38,1,718,5066,6.5571427,True,False,0,410,0,0,False,False,False,False,False,False,False,False,-1,0,0,0,1,0,0,1,1,0,0
82,10,17,43,2,718,5066,6.5571427,False,True,1,2074,0,0,False,False,True,False,False,False,True,False,2746,0,0,0,1,0,0,1,1,0,0
83,17,17,59,3,718,5066,6.5571427,False,True,2,169,1,0,False,False,True,True,False,True,True,False,138,0,0,0,1,0,0,1,1,0,0
84,34,132,11,6,718,5066,6.5571427,False,False,4,8018,4,4,True,False,False,True,False,True,True,False,4300,0,0,0,1,0,0,1,1,0,0
85,0,132,1,3,914,9272,7.414285714285714,True,False,2,6706,2,0,False,False,True,True,True,True,False,False,19371,1,0,1,0,0,0,0,0,1,0
86,9,17,31,1,914,9272,7.4142857,True,False,0,585,0,0,False,False,False,False,False,False,False,False,-1,1,0,1,0,0,0,0,0,1,0
87,17,23,18,3,914,9272,7.4142857,True,False,1,304,1,1,False,True,True,False,True,False,False,True,25,1,0,1,0,0,0,0,0,1,0
88,29,17,62,2,914,9272,7.414285714285714,True,False,1,15698,1,0,False,False,True,False,True,False,False,False,14019,1,0,1,0,0,0,0,0,1,0
89,0,132,1,4,493,6767,7.571428571428571,True,False,2,5240,2,1,True,False,False,True,False,True,True,False,6706,0,0,0,1,0,0,1,1,1,0
90,1,23,39,8,493,6767,7.571428571428571,True,False,3,109,3,7,True,True,False,False,False,True,True,False,135,0,0,0,1,0,0,1,1,1,0
91,6,17,19,6,493,6767,7.571428571428571,True,False,2,859,2,2,False,False,True,True,False,True,True,False,6295,0,0,0,1,0,0,1,1,1,0
92,9,23,3,10,493,6767,7.571429,True,False,4,416,4,5,True,True,False,False,False,False,True,True,418,0,0,0,1,0,0,1,1,1,0
93,17,17,79,1,493,6767,7.571429,False,True,1,2386,0,0,False,False,False,False,False,False,False,False,-1,0,0,0,1,0,0,1,1,1,0
94,27,23,25,2,493,6767,7.571428571428571,False,True,2,193,1,0,False,False,True,False,True,False,False,False,694,0,0,0,1,0,0,1,1,1,0
95,31,17,59,9,493,6767,7.571428571428571,False,True,8,15325,7,6,False,True,True,False,True,True,False,False,6338,0,0,0,1,0,0,1,1,1,0
96,32,17,67,7,493,6767,7.571429,True,False,0,46,0,2,False,True,True,False,False,False,True,True,134,0,0,0,1,0,0,1,1,1,0
97,0,132,1,5,893,17393,7.628571428571428,True,False,2,458,2,2,True,True,False,False,False,False,True,True,5240,0,0,0,1,1,1,1,0,1,0
98,7,23,24,6,893,17393,7.628571428571428,False,True,5,183,4,0,False,False,True,True,True,True,False,False,227,0,0,0,1,1,1,1,0,1,0
99,9,43,22,7,893,17393,7.6285715,True,False,5,10135,5,3,False,False,True,True,True,False,False,True,8577,0,0,0,1,1,1,1,0,1,0
100,13,132,0,9,893,17393,7.6285715,True,False,6,7996,6,6,True,False,False,True,False,True,True,False,17124,0,0,0,1,1,1,1,0,1,0
101,21,23,4,10,893,17393,7.628571428571428,True,False,6,1488,6,7,True,True,False,False,False,True,True,False,3186,0,0,0,1,1,1,1,0,1,0
102,25,23,45,7,893,17393,7.628571428571428,True,False,3,120,3,6,True,True,False,False,False,True,True,False,112,0,0,0,1,1,1,1,0,1,0
103,26,23,14,4,893,17393,7.628571428571428,False,True,3,13053,2,3,True,True,False,False,False,True,True,False,20943,0,0,0,1,1,1,1,0,1,0
104,0,132,1,6,32,6210,9.042857142857144,True,True,3,363,2,3,True,True,False,False,False,False,True,True,458,0,0,0,1,1,0,1,0,1,1
105,5,17,52,8,32,6210,9.042857,True,True,7,12225,6,5,True,False,False,True,False,True,True,False,18527,0,0,0,1,1,0,1,0,1,1
106,9,17,41,6,32,6210,9.042857,False,False,2,257,2,3,True,False,False,True,False,True,True,False,113,0,0,0,1,1,0,1,0,1,1
107,12,43,33,8,32,6210,9.042857142857144,True,True,4,161,3,5,True,True,False,False,False,True,True,False,161,0,0,0,1,1,0,1,0,1,1
108,15,23,2,9,32,6210,9.042857,True,True,6,6566,5,5,True,True,False,False,True,True,False,False,2380,0,0,0,1,1,0,1,0,1,1
109,16,17,30,7,32,6210,9.042857142857144,False,False,4,9173,4,6,True,True,False,False,False,True,True,False,1443,0,0,0,1,1,0,1,0,1,1
110,21,43,16,7,32,6210,9.042857142857144,True,True,4,169,3,4,True,True,False,False,True,False,False,True,170,0,0,0,1,1,0,1,0,1,1
111,23,132,4,3,32,6210,9.042857142857144,False,False,2,10348,2,1,True,False,False,True,True,True,False,False,3859,0,0,0,1,1,0,1,0,1,1
112,31,43,57,3,32,6210,9.042857142857144,True,True,3,6623,2,2,True,True,False,False,True,True,False,False,3855,0,0,0,1,1,0,1,0,1,1
113,0,132,1,7,630,11023,9.571428571428571,True,True,4,410,3,4,True,True,False,False,True,False,False,True,363,0,0,0,1,0,0,0,0,0,0
114,2,17,29,2,630,11023,9.571428571428571,True,True,2,2559,1,0,False,False,True,False,True,False,False,False,2774,0,0,0,1,0,0,0,0,0,0
115,3,132,0,3,630,11023,9.571428571428571,False,False,2,25964,2,2,True,True,False,False,True,True,False,False,9676,0,0,0,1,0,0,0,0,0,0
116,7,23,17,6,630,11023,9.571428571428571,True,True,1,145,0,5,True,True,False,False,False,False,True,True,146,0,0,0,1,0,0,0,0,0,0
117,8,43,6,3,630,11023,9.571428,True,True,3,2679,2,2,True,True,False,False,True,True,False,False,2045,0,0,0,1,0,0,0,0,0,0
118,9,17,35,10,630,11023,9.571428,True,True,6,436,5,5,True,False,False,True,True,True,False,False,651,0,0,0,1,0,0,0,0,0,0
119,11,17,34,1,630,11023,9.571428571428571,True,True,1,3565,0,0,False,False,False,False,False,False,False,False,-1,0,0,0,1,0,0,0,0,0,0
120,13,107,31,1,630,11023,9.571428,True,True,1,2524,0,0,False,False,False,False,False,False,False,False,-1,0,0,0,1,0,0,0,0,0,0
121,17,23,20,8,630,11023,9.571428,False,False,3,435,3,3,True,False,False,True,False,False,True,True,33,0,0,0,1,0,0,0,0,0,0
122,20,43,13,1,630,11023,9.571428571428571,True,True,1,5516,0,0,False,False,False,False,False,False,False,False,-1,0,0,0,1,0,0,0,0,0,0
123,21,23,5,7,630,11023,9.571428571428571,True,True,4,892,3,6,True,True,False,False,False,True,True,False,765,0,0,0,1,0,0,0,0,0,0
124,24,17,50,3,630,11023,9.571428571428571,True,True,3,2144,2,1,True,False,False,True,True,True,False,False,1407,0,0,0,1,0,0,0,0,0,0
125,25,23,86,3,630,11023,9.571428571428571,True,True,3,152,2,2,True,True,False,False,True,True,False,False,201,0,0,0,1,0,0,0,0,0,0
126,26,17,56,3,630,11023,9.571428571428571,True,True,2,2145,1,2,True,True,False,False,False,True,True,False,2312,0,0,0,1,0,0,0,0,0,0
127,27,23,31,10,630,11023,9.571428571428571,True,True,6,63,5,4,False,True,True,False,True,True,False,False,109,0,0,0,1,0,0,0,0,0,0
128,29,17,70,8,630,11023,9.571428571428571,True,True,5,6838,4,4,False,False,True,True,True,False,False,True,6698,0,0,0,1,0,0,0,0,0,0
129,30,17,46,5,630,11023,9.571428571428571,True,True,5,1228,4,2,True,False,False,True,True,True,False,False,1164,0,0,0,1,0,0,0,0,0,0
130,32,23,20,3,630,11023,9.571428,True,True,3,6840,2,1,True,False,False,True,True,True,False,False,4693,0,0,0,1,0,0,0,0,0,0
131,34,23,96,2,630,11023,9.571428,True,True,2,1457,1,1,True,False,False,False,True,False,False,False,1655,0,0,0,1,0,0,0,0,0,0
132,0,132,1,8,714,12530,7.271428571428572,True,False,4,302,4,5,True,True,False,False,True,True,False,False,410,0,0,0,0,0,0,1,0,1,0
133,11,132,3,1,714,12530,7.271428571428572,False,True,1,3144,0,0,False,False,False,False,False,False,False,False,-1,0,0,0,0,0,0,1,0,1,0
134,30,93,48,8,714,12530,7.271428571428572,True,False,4,177,4,7,True,True,False,False,True,False,False,True,177,0,0,0,0,0,0,1,0,1,0
135,34,132,91,1,714,12530,7.2714286,False,True,1,13127,0,0,False,False,False,False,False,False,False,False,-1,0,0,0,0,0,0,1,0,1,0
136,0,132,1,9,828,16109,7.342857142857143,True,False,4,303,4,6,True,True,False,False,False,True,True,False,302,1,0,0,0,0,1,1,1,1,0
137,3,93,46,4,828,16109,7.342857142857143,False,True,4,4034,3,2,False,True,True,False,True,True,False,False,3717,1,0,0,0,0,1,1,1,1,0
138,13,23,28,2,828,16109,7.3428574,False,False,0,1593,0,1,True,False,False,False,False,False,True,False,2731,1,0,0,0,0,1,1,1,1,0
139,34,23,51,6,828,16109,7.3428574,True,False,2,148,2,3,True,False,False,True,False,False,True,True,50,1,0,0,0,0,1,1,1,1,0
140,34,23,100,4,828,16109,7.3428574,True,False,2,4367,2,3,True,True,False,False,False,True,True,False,810,1,0,0,0,0,1,1,1,1,0
141,0,132,1,10,237,5587,9.44285714285714,True,True,5,327,4,7,True,True,False,False,False,False,True,True,303,0,1,0,1,1,0,0,0,0,0
142,1,107,41,2,237,5587,9.44285714285714,True,True,2,760,1,0,False,False,True,False,True,False,False,False,1315,0,1,0,1,1,0,0,0,0,0
143,3,23,13,1,237,5587,9.44285714285714,True,True,1,12797,0,0,False,False,False,False,False,False,False,False,-1,0,1,0,1,1,0,0,0,0,0
144,13,17,83,9,237,5587,9.442857,False,False,5,644,5,4,True,False,False,True,False,True,True,False,35,0,1,0,1,1,0,0,0,0,0
145,14,132,3,4,237,5587,9.44285714285714,True,True,4,9063,3,1,False,True,True,False,True,True,False,False,4462,0,1,0,1,1,0,0,0,0,0
146,17,17,59,6,237,5587,9.442857,False,False,3,99,3,1,True,False,False,True,False,True,True,False,56,0,1,0,1,1,0,0,0,0,0
147,18,43,17,1,237,5587,9.44285714285714,True,True,1,2506,0,0,False,False,False,False,False,False,False,False,-1,0,1,0,1,1,0,0,0,0,0
148,19,23,17,4,237,5587,9.44285714285714,True,True,3,1701,2,3,True,True,False,False,True,False,False,True,1316,0,1,0,1,1,0,0,0,0,0
149,24,93,62,4,237,5587,9.44285714285714,True,True,4,14352,3,2,True,False,False,True,True,True,False,False,4976,0,1,0,1,1,0,0,0,0,0
150,31,23,31,7,237,5587,9.44285714285714,False,False,3,126,3,0,False,False,True,True,False,True,True,False,162,0,1,0,1,1,0,0,0,0,0
151,0,132,2,1,510,22494,8.257142857142856,True,True,1,16695,0,0,False,False,False,False,False,False,False,False,-1,0,0,1,1,0,0,0,0,0,0
152,4,23,44,2,510,22494,8.257143,True,True,2,13315,1,1,True,False,False,False,True,False,False,False,8726,0,0,1,1,0,0,0,0,0,0
153,6,17,23,3,510,22494,8.257142857142856,True,True,3,1023,2,2,True,True,False,False,True,True,False,False,3377,0,0,1,1,0,0,0,0,0,0
154,12,23,23,6,510,22494,8.257142857142856,True,True,6,1170,5,2,True,False,False,True,True,True,False,False,1464,0,0,1,1,0,0,0,0,0,0
155,28,23,1,10,510,22494,8.257142857142856,True,True,9,3945,8,8,True,True,False,False,True,True,False,False,1995,0,0,1,1,0,0,0,0,0,0
156,31,132,0,9,510,22494,8.257142857142856,True,True,8,8109,7,5,True,True,False,False,True,True,False,False,1511,0,0,1,1,0,0,0,0,0,0
157,34,23,97,1,510,22494,8.257143,True,True,1,1625,0,0,False,False,False,False,False,False,False,False,-1,0,0,1,1,0,0,0,0,0,0
158,0,132,2,2,335,25515,7.457142857142857,False,True,2,6240,1,1,True,False,False,False,True,False,False,False,16695,0,0,0,1,0,1,0,0,0,0
159,3,107,24,10,335,25515,7.457142857142857,False,True,7,5936,6,5,True,True,False,False,True,False,False,True,4470,0,0,0,1,0,1,0,0,0,0
160,9,43,18,3,335,25515,7.457143,False,True,2,256,1,1,True,False,False,True,True,False,False,True,1429,0,0,0,1,0,1,0,0,0,0
161,19,107,28,1,335,25515,7.457142857142857,False,True,1,1251,0,0,False,False,False,False,False,False,False,False,-1,0,0,0,1,0,1,0,0,0,0
162,25,132,4,3,335,25515,7.457142857142857,False,True,3,8749,2,2,True,True,False,False,True,True,False,False,1438,0,0,0,1,0,1,0,0,0,0
163,34,132,6,1,335,25515,7.457143,False,True,1,6834,0,0,False,False,False,False,False,False,False,False,-1,0,0,0,1,0,1,0,0,0,0
164,0,132,2,3,772,11043,4.657142857142857,True,False,2,8545,2,1,False,True,True,False,True,True,False,False,6240,0,0,0,0,0,1,0,0,1,0
165,24,17,45,1,772,11043,4.657142857142857,False,True,1,910,0,0,False,False,False,False,False,False,False,False,-1,0,0,0,0,0,1,0,0,1,0
166,27,43,53,5,772,11043,4.657142857142857,False,True,5,7977,4,2,False,True,True,False,True,True,False,False,3468,0,0,0,0,0,1,0,0,1,0
167,0,132,2,4,504,72,7.185714285714285,False,False,2,2867,2,2,True,False,False,True,False,True,True,False,8545,0,1,1,1,0,1,0,1,1,0
168,12,23,21,4,504,72,7.185714285714285,True,False,0,148,0,2,True,False,False,True,False,False,True,True,1761,0,1,1,1,0,1,0,1,1,0
169,14,132,3,7,504,72,7.185714285714285,True,False,6,6365,6,3,False,True,True,False,True,True,False,False,7763,0,1,1,1,0,1,0,1,1,0
170,15,17,38,1,504,72,7.1857142,False,True,1,2483,0,0,False,False,False,False,False,False,False,False,-1,0,1,1,1,0,1,0,1,1,0
171,27,93,87,8,504,72,7.185714285714285,False,False,2,1751,2,3,False,True,True,False,False,False,True,True,145,0,1,1,1,0,1,0,1,1,0
172,29,43,33,5,504,72,7.185714285714285,False,False,2,1678,2,1,True,False,False,True,False,False,True,True,576,0,1,1,1,0,1,0,1,1,0
173,30,132,0,5,504,72,7.185714285714285,True,False,3,4464,3,2,False,True,True,False,True,True,False,False,25329,0,1,1,1,0,1,0,1,1,0
174,31,23,37,2,504,72,7.185714285714285,False,True,1,759,0,1,True,False,False,False,False,False,True,False,37999,0,1,1,1,0,1,0,1,1,0
175,32,23,46,10,504,72,7.1857142,False,True,7,472,6,3,False,False,True,True,True,True,False,False,158,0,1,1,1,0,1,0,1,1,0
176,0,132,3,1,200,9759,9.6,True,True,1,8188,0,0,False,False,False,False,False,False,False,False,-1,0,1,0,1,0,0,0,0,0,0
177,3,93,50,3,200,9759,9.6,True,True,3,3501,2,2,True,True,False,False,True,True,False,False,2802,0,1,0,1,0,0,0,0,0,0
178,9,17,40,2,200,9759,9.6,False,False,1,164,1,1,True,False,False,False,True,False,False,False,407,0,1,0,1,0,0,0,0,0,0
179,13,17,73,10,200,9759,9.6,True,True,4,68,3,4,False,True,True,False,False,False,True,True,50,0,1,0,1,0,0,0,0,0,0
180,17,93,115,2,200,9759,9.6,True,True,1,17,0,0,False,False,True,False,False,False,True,False,119,0,1,0,1,0,0,0,0,0,0
181,24,17,34,1,200,9759,9.6,True,True,1,943,0,0,False,False,False,False,False,False,False,False,-1,0,1,0,1,0,0,0,0,0,0
182,25,23,59,1,200,9759,9.6,True,True,1,306,0,0,False,False,False,False,False,False,False,False,-1,0,1,0,1,0,0,0,0,0,0
183,26,17,108,5,200,9759,9.6,True,True,4,2194,3,2,False,True,True,False,True,False,False,True,2661,0,1,0,1,0,0,0,0,0,0
184,27,17,55,10,200,9759,9.6,True,True,6,423,5,3,True,True,False,False,False,True,True,False,1616,0,1,0,1,0,0,0,0,0,0
